PortfolioId;Date;Security;ISIN;Bloomberg;SecurityCcy;Quantity;Price;ValueSecurityCcy;ValueAccountCcy;AccountCcy;AccruedInterest
00306494.001;02/03/2023;MASSENA CREDIT II (INDIGO) - A2;FR0013357118;;EUR;500.00000;846.86000;423430.00;423430;EUR;0.00
00306494.001;02/03/2023;H2O ADAGIO I - C SP;FR0013534914;TICKER PRICING SOURCE;EUR;8.25730;0.00000;0.00;0;EUR;0.00
00306494.001;02/03/2023;PHOENIX MEMOIRE CREDIT AGRICOLE 10/2021-03/2024 - 6.6%;FR0014005PM6;;EUR;250000.00000;101.98000;254950.00;254950;EUR;0.00
00306494.001;02/03/2023;;;;;0.00000;0.00000;0.00;405.61;GBP;0.00
00306494.001;02/03/2023;;;;;0.00000;0.00000;0.00;101782.2;EUR;0.00
00306494.001;02/03/2023;;;;;0.00000;0.00000;0.00;20425.28;CAD;0.00
00306494.001;02/03/2023;;;;;0.00000;0.00000;0.00;1057.9;USD;0.00
00306494.001;02/03/2023;TRANSATLANTIC PETROLEUM;BMG899821133;TAT US Equity;USD;5352.00000;0.00000;0.00;0;EUR;0.00
00306494.001;02/03/2023;ENERGEM RESOURCES;CA29267S1056;ENM EU Equity;CAD;392735.00000;0.00000;0.00;0;EUR;0.00
00306494.001;02/03/2023;GENOIL INC;CA3719241018;GNOLF US Equity;CAD;300000.00000;0.00010;30.00;20.76;EUR;0.00
00306494.001;02/03/2023;QUEBEC PRECIOUS METALS CORP;CA7481401007;QPM CN Equity;CAD;11912.00000;0.07000;833.84;577.13;EUR;0.00
00306494.001;02/03/2023;ROBEX RESOURCES INC;CA76125Y1051;RBX CN Equity;CAD;140661.00000;0.28000;39385.08;27259.87;EUR;0.00
00306494.001;02/03/2023;TRUESTAR PETROLEUM;CA8978671078;TPC/H CN Equity;CAD;48500.00000;0.00000;0.00;0;EUR;0.00
00306494.001;02/03/2023;CAPZANINE 2 part B;FR0010505370;;EUR;3000.00000;0.12699;380.97;380.97;EUR;0.00
00306494.001;02/03/2023;CAPZANINE 2 part A;FR0010505362;;EUR;14970.00000;0.00000;0.00;0;EUR;0.00
00306494.001;02/03/2023;OSTRUM SRI CASH PLUS I;FR0010831693;VALCXTI FP Equity;EUR;5.00000;101535.90000;507679.50;507679.5;EUR;0.00
00306494.001;02/03/2023;MASSENA SPECIAL RECOVERY B;FR0010852392;;EUR;39610.39000;0.00000;0.00;0;EUR;0.00
00306494.001;02/03/2023;MASSENA SPECIAL RECOVERY A;FR0010852384;;EUR;39214.29050;15.02000;588998.64;588998.64;EUR;0.00
00306494.001;02/03/2023;MF PRIVATE EQUITY III;FR0010377770;;EUR;15000.00000;1.27000;19050.00;19050;EUR;0.00
00306494.001;02/03/2023;HEALTHCARE INVESTMENT - A;LU1032959477;;EUR;2500.00000;94.17000;235425.00;235425;EUR;0.00
00306494.001;02/03/2023;GS GLOBAL MILLENIALS EQTY PORT I;LU0786609700;GSGELDI LX Equity;USD;7058.00000;22.79000;160851.82;151779.78;EUR;0.00
00306494.001;02/03/2023;FUNDSMITH EQUITY - PART I;LU0690374029;FSEQFIA LX Equity;EUR;4375.00000;51.91500;227128.13;227128.13;EUR;0.00
00306494.001;02/03/2023;MWM1/DEUS SERIE A1;LU1377518797;;EUR;1723.62946;164.96000;284329.92;284329.92;EUR;0.00
00306494.001;02/03/2023;MASSENA OPPORTUNITY MILLESIME 1-A;LU1438278951;;EUR;250000.00000;0.15000;37500.00;37500;EUR;0.00
00306494.001;02/03/2023;GLOBAL EQUITY FLEX (ATHYMIS GESTION);LU1815010902;PARGEBR LX Equity;EUR;180.00000;1243.26000;223786.80;223786.8;EUR;0.00
00306494.001;02/03/2023;SPAIN RECOVERY FIAR - A;LU1923735655;;EUR;1625.00000;68.83000;111848.75;111848.75;EUR;0.00
00306494.001;02/03/2023;POWERHOUSE - Part B;MAS_PE_31;;EUR;4130.00000;1.71000;7062.30;7062.3;EUR;0.00
00306494.001;02/03/2023;PERGAM PARTNERS III;MAS_PE_23;;USD;902177.00000;0.91000;820981.07;774677.74;EUR;0.00
00306494.001;02/03/2023;AKTOR DIRECT SCSP - A;MAS_PE_118;;EUR;150000.00000;1.00000;150000.00;150000;EUR;0.00
00306494.001;02/03/2023;MAOR 2 SLP SICAV-RAIF;MAS_PE_121;;USD;500000.00000;1815.91000;90795.50;85674.63;EUR;0.00
00306494.001;02/03/2023;AA TECH VENTURE SLP;MAS_PE_116;;EUR;500000.00000;0.79064;395320.00;395320;EUR;0.00
00306494.001;02/03/2023;SCI CASPIENNE;MAS_ACT_15;;EUR;999.00000;1753.34000;1751586.66;1751586.66;EUR;0.00
00306494.001;02/03/2023;HORCALEASE;MAS_ACT_06;;EUR;149.00000;4374.18000;651752.82;651752.82;EUR;0.00
00306494.001;02/03/2023;ECI HEALTHCARE FF - A2;LU2417498511;;EUR;1000000.00000;0.72000;720000.00;720000;EUR;0.00
00306494.001;02/03/2023;TWENTY TWO. I HY4 - 6 Class A1;MAS_OBL_19;;EUR;400000.00000;1.00000;400000.00;400000;EUR;0.00
00306494.001;02/03/2023;SCI CASPIENNE AV CC - 24.09.21;MAS_LIQ_70;;EUR;100000.00000;1.00000;100000.00;100000;EUR;0.00
00306522.001;02/03/2023;;;;;0.00000;0.00000;0.00;2470.42;EUR;0.00
00306531.001;02/03/2023;;;;;0.00000;0.00000;0.00;6702.8;USD;-1207.60
00306531.001;02/03/2023;;;;;0.00000;0.00000;0.00;12107.76;EUR;0.00
00306531.001;02/03/2023;SEXTANT PEA;FR0010286005;AMSEPEA FP Equity;EUR;400.00000;1142.31000;456924.00;456924;EUR;0.00
00306531.001;02/03/2023;OSTRUM SRI CASH PLUS I;FR0010831693;VALCXTI FP Equity;EUR;6.15000;101535.90000;624445.79;624445.79;EUR;0.00
00306531.001;02/03/2023;CASINO GUICHARD PERRACHON SA;FR0000125585;CO FP Equity;EUR;27010.00000;9.36500;252948.65;252948.65;EUR;0.00
00306531.001;02/03/2023;PHOENIX MEMOIRE CREDIT AGRICOLE 10/2021-03/2024 - 6.6%;FR0014005PM6;;EUR;500000.00000;101.98000;509900.00;509900;EUR;0.00
00306531.001;02/03/2023;H2O MULTIBONDS SP I;FR0013535960;TICKER PRICING SOURCE;EUR;8.65270;0.00000;0.00;0;EUR;0.00
00306531.001;02/03/2023;COMMITTED ADVISORS SECONDARY FUND V - A Shares;FR00140089C0;AB4LGK;EUR;20000.00000;7.97000;159400.00;159400;EUR;0.00
00306531.001;02/03/2023;ACTIONS ENERGIE RENDEMENT;FR0013459849;ZQ707104@NXED Corp;EUR;1592000.00000;111.99000;1782880.80;1782880.8;EUR;0.00
00306531.001;02/03/2023;MASSENA CREDIT II (INDIGO) - A2;FR0013357118;;EUR;2500.00000;846.86000;2117150.00;2117150;EUR;0.00
00306531.001;02/03/2023;CAIRN CAPITAL II FPCI - parts A1;FR0013372687;;EUR;1140.00000;1122.71000;1279889.40;1279889.4;EUR;0.00
00306531.001;02/03/2023;ESSLING EXPANSION FF - A;FR0013348927;;EUR;150.00000;11768.88000;1765332.00;1765332;EUR;0.00
00306531.001;02/03/2023;UNIBAIL-RODAMCO-WESTFIELD;FR0013326246;URW NA Equity;EUR;8400.00000;57.17000;480228.00;480228;EUR;0.00
00306531.001;02/03/2023;COMGEST RENAISSANCE EUROPE-I- EUR CAP;FR0010913624;RENEURI FP Equity;EUR;1925.00000;244.80000;471240.00;471240;EUR;0.00
00306531.001;02/03/2023;COMGEST MONDE I;FR0011007251;COMMONI FP Equity;EUR;441.23190;2731.15000;1205070.50;1205070.5;EUR;0.00
00306531.001;02/03/2023;PARETURN BEST SELECTION I;LU0228771431;PARBESI LX Equity;EUR;1446.99200;1242.08000;1797279.82;1797279.82;EUR;0.00
00306531.001;02/03/2023;ISHARES MSCI EUROPE FINANCIALS SECTOR;IE00BMW42306;ESIF GY Equity;EUR;71450.00000;7.32800;523585.60;523585.6;EUR;0.00
00306531.001;02/03/2023;ISHARES CORE MSCI EUROPE - ACC - EUR;IE00B4K48X80;IMAE NA Equity;EUR;5855.00000;67.33500;394246.43;394246.43;EUR;0.00
00306531.001;02/03/2023;PHOENIX MEMOIRE SCOR 04/2022-10/2024 - 9%;FR0014009GH7;BV515797@NXED Corp;EUR;500000.00000;97.47000;487350.00;487350;EUR;0.00
00306531.001;02/03/2023;ESSLING CO-INVEST 3 FF - A2;LU1985103511;;EUR;1719023.54000;1.31000;2251920.84;2251920.84;EUR;0.00
00306531.001;02/03/2023;ESSLING CO-INVEST FRUTAS - A1;LU2046740606;;EUR;407798.77900;1.48850;607008.48;607008.48;EUR;0.00
00306531.001;02/03/2023;GLOBAL EQUITY FLEX (ATHYMIS GESTION);LU1815010902;PARGEBR LX Equity;EUR;987.08900;1243.26000;1227208.27;1227208.27;EUR;0.00
00306531.001;02/03/2023;ESSLING CO-INVEST 2 - A2;LU1697836242;;EUR;2603597.82000;0.76000;1978734.34;1978734.34;EUR;0.00
00306531.001;02/03/2023;AMUNDI MSCI EM Latin America UCITS ETF – EUR;LU1681045024;ALAT FP Equity;EUR;18601.00000;13.81410;256956.07;256956.07;EUR;0.00
00306531.001;02/03/2023;MASSENA OPPORTUNITY MILLESIME 1-A;LU1438278951;;EUR;2000000.00000;0.15000;300000.00;300000;EUR;0.00
00306531.001;02/03/2023;MWM1/DEUS SERIE A1;LU1377518797;;EUR;20234.92734;164.96000;3337953.61;3337953.61;EUR;0.00
00306531.001;02/03/2023;FUNDSMITH EQUITY - PART I;LU0690374029;FSEQFIA LX Equity;EUR;21857.23000;51.91500;1134718.10;1134718.1;EUR;0.00
00306531.001;02/03/2023;ABERDEEN STANDARD CHINA A - PART I ACC E;LU1129205529;ABCAH2A LX Equity;EUR;42346.00000;19.00490;804781.50;804781.5;EUR;0.00
00306531.002;02/03/2023;GS GLOBAL MILLENIALS EQTY PORT I;LU0786609700;GSGELDI LX Equity;USD;14115.00000;22.79000;321680.85;321680.85;USD;0.00
00306531.002;02/03/2023;ATROPOS B - USD;LU0670876076;SCOATRB LX Equity;USD;1114.69800;1642.78000;1831203.58;1831203.58;USD;0.00
00306531.002;02/03/2023;MIMAR CLASS A - USD;LU1263017235;MIABRAU LX Equity;USD;10431.92520;114.65020;1196022.31;1196022.31;USD;0.00
00306531.002;02/03/2023;ISHARES MSCI CHINA USD ACC;IE00BJ5JPG56;ICHN NA Equity;USD;153867.00000;4.68220;720436.07;720436.07;USD;0.00
00306531.002;02/03/2023;ISHARES MSCI USA ESG Enhanced UCITS ETF USD;IE00BHZPJ908;EDMU SW Equity;USD;126151.00000;7.10600;896429.01;896429.01;USD;0.00
00306531.002;02/03/2023;MS GLOBAL BRANDS Z USD;LU0360482987;MORGBRZ LX Equity;USD;11467.06000;90.92000;1042585.10;1042585.1;USD;0.00
00306531.002;02/03/2023;PARVEST MONEY MARKET I CAP;LU0102011102;PARSHTI LX Equity;USD;10207.00000;104.71410;1068816.82;1068816.82;USD;0.00
00306531.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;USD;0.00
00306532.001;02/03/2023;;;;;0.00000;0.00000;0.00;26628.86;USD;0.00
00306532.001;02/03/2023;;;;;0.00000;0.00000;0.00;620586.04;EUR;0.00
00306532.001;02/03/2023;;;;;0.00000;0.00000;0.00;3700.01;CHF;0.00
00306532.001;02/03/2023;L'OREAL;FR0000120321;OR FP Equity;EUR;50.00000;378.35000;18917.50;18917.5;EUR;0.00
00306532.001;02/03/2023;LVMH MOET VUITTON;FR0000121014;MC FP Equity;EUR;35.00000;804.30000;28150.50;28150.5;EUR;0.00
00306532.001;02/03/2023;GENOIL INC;CA3719241018;GNOLF US Equity;CAD;140000.00000;0.00010;14.00;9.69;EUR;0.00
00306532.001;02/03/2023;AEDIFICA RIGHT;BE6336384530;2089630D BB Equity;EUR;400.00000;1.88550;754.20;754.2;EUR;0.00
00306532.001;02/03/2023;XIOR STUDENT HOUSING -SUBSCRIPTION RIGHT;BE6337766776;2159140D BB Equity;EUR;720.00000;1.16600;839.52;839.52;EUR;0.00
00306532.001;02/03/2023;IMBB 3 10/17/23;BE0002615939;AU813228 Corp;EUR;16000.00000;99.68300;15949.28;15949.28;EUR;178.85
00306532.001;02/03/2023;WAREHOUSES DE PAUW;BE0974349814;WDP BB Equity;EUR;1173.00000;28.36000;33266.28;33266.28;EUR;0.00
00306532.001;02/03/2023;XIOR STUDENT HOUSING;BE0974288202;XIOR BB Equity;EUR;720.00000;30.60000;22032.00;22032;EUR;0.00
00306532.001;02/03/2023;IMBB 3 1/2 10/17/25;BE0002616945;AU813222 Corp;EUR;13000.00000;98.35100;12785.63;12785.63;EUR;169.53
00306532.001;02/03/2023;GIMVNV 2 7/8 07/05/26;BE0002657386;AZ229270 Corp;EUR;2500.00000;97.21300;2430.33;2430.33;EUR;47.26
00306532.001;02/03/2023;BEKBBB 2 3/4 10/23/27;BE0002735166;ZO839322 Corp;EUR;38500.00000;96.43200;37126.32;37126.32;EUR;377.09
00306532.001;02/03/2023;SOFINA;BE0003717312;SOF BB Equity;EUR;50.00000;232.20000;11610.00;11610;EUR;0.00
00306532.001;02/03/2023;AEDIFICA RREC;BE0003851681;AED BB Equity;EUR;400.00000;77.95000;31180.00;31180;EUR;0.00
00306532.001;02/03/2023;ROCHE HOLDING;CH0012032048;ROG SW Equity;CHF;110.00000;273.90000;30129.00;30170.03;EUR;0.00
00306532.001;02/03/2023;VONOVIA SE NA;DE000A1ML7J1;VNA GR Equity;EUR;675.00000;22.57000;15234.75;15234.75;EUR;0.00
00306532.001;02/03/2023;ISHARES NIKKEI 225(R) ETF (DE);DE000A0H08D2;NKYEX GY Equity;EUR;1750.00000;18.99200;33236.00;33236;EUR;0.00
00306532.001;02/03/2023;ENEL;IT0003128367;ENEL IM Equity;EUR;1500.00000;5.26500;7897.50;7897.5;EUR;0.00
00306532.001;02/03/2023;MEDTRONIC;IE00BTN1Y115;MDT US Equity;USD;135.00000;82.26000;11105.10;10478.77;EUR;0.00
00306532.001;02/03/2023;PICTET-SECURITY-I USD;LU0256845834;PSECUSI LX Equity;USD;100.00000;328.96000;32896.00;31040.67;EUR;0.00
00306532.001;02/03/2023;ISHARES PHYSICAL GOLD ETC;IE00B4ND3602;IGLN LN Equity;USD;750.00000;35.79000;26842.50;25328.58;EUR;0.00
00306532.001;02/03/2023;ISHARES II-ASIA PROPERTY YIELD US;IE00B1FZS244;IDAR LN Equity;USD;500.00000;22.14000;11070.00;10445.65;EUR;0.00
00306532.001;02/03/2023;SHELL;GB00BP6MXD84;SHELL NA Equity;EUR;1350.00000;29.36000;39636.00;39636;EUR;0.00
00306532.001;02/03/2023;LINDE;IE000S9YS762;LIN GY Equity;USD;150.00000;331.90000;49785.00;46977.13;EUR;0.00
00306532.001;02/03/2023;AREITF 2 7/8 07/02/25;FR0013346814;AT002902 Corp;EUR;50000.00000;90.64600;45323.00;45323;EUR;957.02
00306532.001;02/03/2023;PICTET-ROBOTICS-I EUR;LU1279334053;PIRIEUR LX Equity;EUR;75.00000;246.13000;18459.75;18459.75;EUR;0.00
00306532.001;02/03/2023;JPMF-CHINA A-SHARE OP.JPM C USD-I;LU1255011683;JPCIUSD LX Equity;USD;1000.00000;29.41000;29410.00;27751.28;EUR;0.00
00306532.001;02/03/2023;GS FS-INDIA EQUITY PTF R USD INC.;LU0830623988;GSIERUI LX Equity;USD;900.00000;26.04000;23436.00;22114.21;EUR;0.00
00306532.001;02/03/2023;JPMORGAN-E.M.OPPORT.JPM C EUR-ACC;LU0846584562;JPEMOCI LX Equity;USD;250.00000;103.28000;25820.00;24363.75;EUR;0.00
00306532.001;02/03/2023;BLACKROCK GL-SUST.ENERGY D4 EUR-I;LU0827885574;BGNED4E LX Equity;EUR;1500.00000;15.69000;23535.00;23535;EUR;0.00
00306532.001;02/03/2023;OSSIAM LUX-SHILLER BARC.CAP.US 1C;LU1079841513;UCAP LN Equity;USD;37.00000;1065.40000;39419.80;37196.52;EUR;0.00
00306532.001;02/03/2023;AXA WF-GL.INF.SH.DU.BD ZF EUR H 9;LU1670745709;AXGZFDH LX Equity;EUR;400.00000;91.60000;36640.00;36640;EUR;0.00
00306532.001;02/03/2023;FRANKLIN TIF-AS.SMAL.CIE W USD-YI;LU1742709618;FTAWYDU LX Equity;USD;900.00000;11.08000;9972.00;9409.58;EUR;0.00
00306532.001;02/03/2023;ROBECO CGF-SMART MATER.EQUITI.F E;LU2145464264;RSSMFEA LX Equity;EUR;140.00000;282.20000;39508.00;39508;EUR;0.00
00306532.001;02/03/2023;ROBECO CGP-SUST.WATER EQU.G EUR-I;LU2146191726;ROSWEGE LX Equity;EUR;250.00000;154.56000;38640.00;38640;EUR;0.00
00306532.001;02/03/2023;BLACKROCK GFS-NEXT GENE.TECH.D2 E;LU1917164854;BGNGD2E LX Equity;EUR;1000.00000;13.35000;13350.00;13350;EUR;0.00
00306532.001;02/03/2023;METLIFE;US59156R1086;MET US Equity;USD;285.00000;69.39000;19776.15;18660.78;EUR;0.00
00306532.001;02/03/2023;MICROSOFT;US5949181045;MSFT US Equity;USD;75.00000;251.11000;18833.25;17771.05;EUR;0.00
00306532.001;02/03/2023;JPMORGAN CHASE;US46625H1005;JPM US Equity;USD;105.00000;141.07000;14812.35;13976.93;EUR;0.00
00306532.001;02/03/2023;JOHNSON & JOHNSON;US4781601046;JNJ US Equity;USD;150.00000;152.45000;22867.50;21577.77;EUR;0.00
00306532.001;02/03/2023;PROLOGIS;US74340W1036;PLD US Equity;USD;140.00000;124.62000;17446.80;16462.8;EUR;0.00
00306532.001;02/03/2023;NVIDIA Corp;US67066G1040;NVDA US Equity;USD;40.00000;233.14000;9325.60;8799.64;EUR;0.00
00306532.001;02/03/2023;NIKE - CLASSE B;US6541061031;NKE US Equity;USD;250.00000;119.58000;29895.00;28208.92;EUR;0.00
00306532.001;02/03/2023;SEA A -ADR SPONS.-;US81141R1005;SE US Equity;USD;102.00000;63.56000;6483.12;6117.47;EUR;0.00
00306532.001;02/03/2023;QUALCOMM;US7475251036;QCOM US Equity;USD;100.00000;123.78000;12378.00;11679.88;EUR;0.00
00306532.001;02/03/2023;INTNED Float 05/02/24;XS1797822274;AS180549@ING Corp;EUR;37500.00000;96.32000;36120.00;36120;EUR;0.00
00306532.001;02/03/2023;ASML HOLDING NV;NL0010273215;ASML NA Equity;EUR;10.00000;577.50000;5775.00;5775;EUR;0.00
00306532.001;02/03/2023;ALPHABET INC;US02079K3059;GOOGL US Equity;USD;140.00000;92.00000;12880.00;12153.57;EUR;0.00
00306532.001;02/03/2023;SHELL RIGHT -NON TRAD.- (NL);NL0015001B10;;EUR;1350.00000;0.27000;364.50;364.5;EUR;0.00
00306532.001;02/03/2023;WALT DISNEY;US2546871060;DIS US Equity;USD;105.00000;98.92000;10386.60;9800.8;EUR;0.00
00306532.001;02/03/2023;META PLATFORMS;US30303M1027;META US Equity;USD;75.00000;174.53000;13089.75;12351.49;EUR;0.00
00306532.001;02/03/2023;COINBASE GLOBAL;US19260Q1076;COIN US Equity;USD;8046.00000;63.70000;512530.20;483623.5;EUR;0.00
00306532.001;02/03/2023;AMAZON;US0231351067;AMZN US Equity;USD;200.00000;92.13000;18426.00;17386.77;EUR;0.00
00306532.001;02/03/2023;APPLE INC;US0378331005;AAPL US Equity;USD;300.00000;145.91000;43773.00;41304.2;EUR;0.00
00306532.001;02/03/2023;INTNED Float 06/30/26;XS2348715447;BP947678@ING Corp;EUR;37500.00000;86.64000;32490.00;32490;EUR;0.00
00306532.001;02/03/2023;RWILN 3 07/23/27;XS2353474401;BQ411354 Corp;EUR;42000.00000;96.13800;40377.96;40377.96;EUR;766.36
00306533.001;02/03/2023;RWILN 3 07/23/27;XS2353474401;BQ411354 Corp;EUR;42000.00000;96.13800;40377.96;40377.96;EUR;766.36
00306533.001;02/03/2023;INTNED Float 06/30/26;XS2348715447;BP947678@ING Corp;EUR;37500.00000;86.64000;32490.00;32490;EUR;0.00
00306533.001;02/03/2023;APPLE INC;US0378331005;AAPL US Equity;USD;300.00000;145.91000;43773.00;41304.2;EUR;0.00
00306533.001;02/03/2023;AMAZON;US0231351067;AMZN US Equity;USD;200.00000;92.13000;18426.00;17386.77;EUR;0.00
00306533.001;02/03/2023;WALT DISNEY;US2546871060;DIS US Equity;USD;105.00000;98.92000;10386.60;9800.8;EUR;0.00
00306533.001;02/03/2023;META PLATFORMS;US30303M1027;META US Equity;USD;75.00000;174.53000;13089.75;12351.49;EUR;0.00
00306533.001;02/03/2023;SHELL RIGHT -NON TRAD.- (NL);NL0015001B10;;EUR;1350.00000;0.27000;364.50;364.5;EUR;0.00
00306533.001;02/03/2023;ALPHABET INC;US02079K3059;GOOGL US Equity;USD;140.00000;92.00000;12880.00;12153.57;EUR;0.00
00306533.001;02/03/2023;ASML HOLDING NV;NL0010273215;ASML NA Equity;EUR;10.00000;577.50000;5775.00;5775;EUR;0.00
00306533.001;02/03/2023;INTNED Float 05/02/24;XS1797822274;AS180549@ING Corp;EUR;37500.00000;96.32000;36120.00;36120;EUR;0.00
00306533.001;02/03/2023;SEA A -ADR SPONS.-;US81141R1005;SE US Equity;USD;102.00000;63.56000;6483.12;6117.47;EUR;0.00
00306533.001;02/03/2023;NIKE - CLASSE B;US6541061031;NKE US Equity;USD;250.00000;119.58000;29895.00;28208.92;EUR;0.00
00306533.001;02/03/2023;NVIDIA Corp;US67066G1040;NVDA US Equity;USD;40.00000;233.14000;9325.60;8799.64;EUR;0.00
00306533.001;02/03/2023;PROLOGIS;US74340W1036;PLD US Equity;USD;140.00000;124.62000;17446.80;16462.8;EUR;0.00
00306533.001;02/03/2023;QUALCOMM;US7475251036;QCOM US Equity;USD;100.00000;123.78000;12378.00;11679.88;EUR;0.00
00306533.001;02/03/2023;JOHNSON & JOHNSON;US4781601046;JNJ US Equity;USD;150.00000;152.45000;22867.50;21577.77;EUR;0.00
00306533.001;02/03/2023;JPMORGAN CHASE;US46625H1005;JPM US Equity;USD;105.00000;141.07000;14812.35;13976.93;EUR;0.00
00306533.001;02/03/2023;METLIFE;US59156R1086;MET US Equity;USD;285.00000;69.39000;19776.15;18660.78;EUR;0.00
00306533.001;02/03/2023;MICROSOFT;US5949181045;MSFT US Equity;USD;75.00000;251.11000;18833.25;17771.05;EUR;0.00
00306533.001;02/03/2023;BLACKROCK GFS-NEXT GENE.TECH.D2 E;LU1917164854;BGNGD2E LX Equity;EUR;1000.00000;13.35000;13350.00;13350;EUR;0.00
00306533.001;02/03/2023;ROBECO CGF-SMART MATER.EQUITI.F E;LU2145464264;RSSMFEA LX Equity;EUR;140.00000;282.20000;39508.00;39508;EUR;0.00
00306533.001;02/03/2023;OSSIAM LUX-SHILLER BARC.CAP.US 1C;LU1079841513;UCAP LN Equity;USD;37.00000;1065.40000;39419.80;37196.52;EUR;0.00
00306533.001;02/03/2023;BLACKROCK GL-SUST.ENERGY D4 EUR-I;LU0827885574;BGNED4E LX Equity;EUR;1500.00000;15.69000;23535.00;23535;EUR;0.00
00306533.001;02/03/2023;JPMORGAN-E.M.OPPORT.JPM C EUR-ACC;LU0846584562;JPEMOCI LX Equity;USD;250.00000;103.28000;25820.00;24363.75;EUR;0.00
00306533.001;02/03/2023;GS FS-INDIA EQUITY PTF R USD INC.;LU0830623988;GSIERUI LX Equity;USD;900.00000;26.04000;23436.00;22114.21;EUR;0.00
00306533.001;02/03/2023;JPMF-CHINA A-SHARE OP.JPM C USD-I;LU1255011683;JPCIUSD LX Equity;USD;1000.00000;29.41000;29410.00;27751.28;EUR;0.00
00306533.001;02/03/2023;PICTET-ROBOTICS-I EUR;LU1279334053;PIRIEUR LX Equity;EUR;75.00000;246.13000;18459.75;18459.75;EUR;0.00
00306533.001;02/03/2023;AREITF 2 7/8 07/02/25;FR0013346814;AT002902 Corp;EUR;50000.00000;90.64600;45323.00;45323;EUR;957.02
00306533.001;02/03/2023;SHELL;GB00BP6MXD84;SHELL NA Equity;EUR;1350.00000;29.36000;39636.00;39636;EUR;0.00
00306533.001;02/03/2023;ISHARES PHYSICAL GOLD ETC;IE00B4ND3602;IGLN LN Equity;USD;750.00000;35.79000;26842.50;25328.58;EUR;0.00
00306533.001;02/03/2023;PICTET-SECURITY-I USD;LU0256845834;PSECUSI LX Equity;USD;100.00000;328.96000;32896.00;31040.67;EUR;0.00
00306533.001;02/03/2023;MEDTRONIC;IE00BTN1Y115;MDT US Equity;USD;135.00000;82.26000;11105.10;10478.77;EUR;0.00
00306533.001;02/03/2023;ENEL;IT0003128367;ENEL IM Equity;EUR;1500.00000;5.26500;7897.50;7897.5;EUR;0.00
00306533.001;02/03/2023;ISHARES NIKKEI 225(R) ETF (DE);DE000A0H08D2;NKYEX GY Equity;EUR;1750.00000;18.99200;33236.00;33236;EUR;0.00
00306533.001;02/03/2023;VONOVIA SE NA;DE000A1ML7J1;VNA GR Equity;EUR;675.00000;22.57000;15234.75;15234.75;EUR;0.00
00306533.001;02/03/2023;ROCHE HOLDING;CH0012032048;ROG SW Equity;CHF;110.00000;273.90000;30129.00;30170.03;EUR;0.00
00306533.001;02/03/2023;GIMVNV 2 7/8 07/05/26;BE0002657386;AZ229270 Corp;EUR;500.00000;97.21300;486.07;486.07;EUR;9.45
00306533.001;02/03/2023;BEKBBB 2 3/4 10/23/27;BE0002735166;ZO839322 Corp;EUR;500.00000;96.43200;482.16;482.16;EUR;4.90
00306533.001;02/03/2023;IMBB 3 10/17/23;BE0002615939;AU813228 Corp;EUR;16000.00000;99.68300;15949.28;15949.28;EUR;178.85
00306533.001;02/03/2023;ANTIBE THERAPEUTICS;CA0370255097;ATE CN Equity;CAD;3500.00000;0.51000;1785.00;1235.46;EUR;0.00
00306533.001;02/03/2023;AEDIFICA RIGHT;BE6336384530;2089630D BB Equity;EUR;400.00000;1.88550;754.20;754.2;EUR;0.00
00306533.001;02/03/2023;XIOR STUDENT HOUSING -SUBSCRIPTION RIGHT;BE6337766776;2159140D BB Equity;EUR;720.00000;1.16600;839.52;839.52;EUR;0.00
00306533.001;02/03/2023;DESERT MOUNTAIN ENERGY;CA25043D1078;DME CN Equity;CAD;897000.00000;2.36000;2116920.00;1465198.66;EUR;0.00
00306533.001;02/03/2023;GENOIL INC;CA3719241018;GNOLF US Equity;CAD;140000.00000;0.00010;14.00;9.69;EUR;0.00
00306533.001;02/03/2023;L'OREAL;FR0000120321;OR FP Equity;EUR;50.00000;378.35000;18917.50;18917.5;EUR;0.00
00306533.001;02/03/2023;OSTRUM SRI CASH PLUS I;FR0010831693;VALCXTI FP Equity;EUR;18.00000;101535.90000;1827646.20;1827646.2;EUR;0.00
00306533.001;02/03/2023;BNP PARIBAS MOIS;FR0007009808;BNPCASH FP Equity;EUR;58.00000;22851.04000;1325360.32;1325360.32;EUR;0.00
00306533.001;02/03/2023;;;;;0.00000;0.00000;0.00;421.43;CHF;0.00
00306533.001;02/03/2023;;;;;0.00000;0.00000;0.00;102278.13;EUR;0.00
00306533.001;02/03/2023;;;;;0.00000;0.00000;0.00;1910.39;USD;-38.61
00306534.001;02/03/2023;;;;;0.00000;0.00000;0.00;170.34;USD;0.00
00306534.001;02/03/2023;;;;;0.00000;0.00000;0.00;32273.94;EUR;0.00
00306534.002;02/03/2023;;;;;0.00000;0.00000;0.00;0;USD;0.00
00306535.001;02/03/2023;;;;;0.00000;0.00000;0.00;0;EUR;0.00
00306550.001;02/03/2023;;;;;0.00000;0.00000;0.00;1004629.76;EUR;0.00
00306550.001;02/03/2023;HARVEST 19X E;XS1802400553;;EUR;500000.00000;86.96998;434849.90;434849.9;EUR;4626.89
00306550.001;02/03/2023;BLACKROCK CLO 5X E;XS1785486546;;EUR;500000.00000;84.70609;423530.45;423530.45;EUR;0.00
